"product_name","ingredient","classes","dose","price_krw","price_as_of","source_note"
"엑시글루엠서방정5/500밀리그램","Dapagliflozin + Metformin HCl","SGLT2_DA+MET","5mg/0.5g","342","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑시글루정10밀리그램","Dapagliflozin","SGLT2_DA","10mg","407","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑시글루정5밀리그램","Dapagliflozin","SGLT2_DA","5mg","271","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑토린메트정15/850밀리그램","Metformin HCl + Pioglitazone","MET+TZD","0.85g/15mg","607","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑토린정15밀리그램","Pioglitazone","TZD","15mg","644","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑토린정30밀리그램","Pioglitazone","TZD","30mg","940","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엑토시가정10/15밀리그램","Dapagliflozin + Pioglitazone","SGLT2_DA+TZD","10mg/15mg","885","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엔글리나정10/5밀리그램","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","10mg/5mg","755","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엔글리나정25/5밀리그램","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","25mg/5mg","858","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엔블로멧서방정0.3/1000밀리그램","Enavogliflozin + Metformin HCl","SGLT2_EN+MET","0.3mg/1g","611","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엔블로정0.3밀리그램","Enavogliflozin","SGLT2_EN","0.3mg","611","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엔피다파정10밀리그램","Dapagliflozin","SGLT2_DA","10mg","393","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엔피앙듀오정12.5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/1g","365","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엔피앙듀오정12.5/500밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/0.5g","360","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엔피앙듀오정12.5/850밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/0.85g","360","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엔피앙듀오정5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/1g","241","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엔피앙듀오정5/500밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/0.5g","236","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엔피앙듀오정5/850밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/0.85g","236","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엔피앙정10밀리그램","Empagliflozin","SGLT2_EM","10mg","265","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엔피앙정25밀리그램","Empagliflozin","SGLT2_EM","25mg","347","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠글리듀오서방정10/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","10mg/1g","431","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠글리듀오서방정25/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","25mg/1g","527","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠글리메포정2/500밀리그램","Glimepiride + Metformin HCl","SU+MET","2mg/0.5g","167","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠글리정10밀리그램","Empagliflozin","SGLT2_EM","10mg","347","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠글리정25밀리그램","Empagliflozin","SGLT2_EM","25mg","453","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠글리토정10/5밀리그램","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","10mg/5mg","755","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠글리토정25/5밀리그램","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","25mg/5mg","858","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠다파정10밀리그램","Dapagliflozin","SGLT2_DA","10mg","334","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠빌다글립틴정50밀리그램","Vildagliptin","DPP4","50mg","204","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠시폴민서방정12.5/50/750밀리그램","Empagliflozin + Metformin HCl + Sitagliptin","SGLT2_EM+MET+DPP4","12.5mg/0.75g/50mg","724","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠시폴민서방정25/100/1000밀리그램","Sitagliptin + Empagliflozin + Metformin HCl","DPP4+SGLT2_EM+MET","0.1g/25mg/1g","980","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠트포민정","Metformin HCl","MET","0.5g","70","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파글리정10밀리그램","Empagliflozin","SGLT2_EM","10mg","265","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파글리정25밀리그램","Empagliflozin","SGLT2_EM","25mg","347","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파글엠정12.5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/1g","365","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파글엠정12.5/500밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/0.5g","360","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파글엠정12.5/850밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/0.85g","360","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파글엠정5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/1g","241","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파글엠정5/500밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/0.5g","236","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파글엠정5/850밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/0.85g","236","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파디앙듀오정12.5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/1g","365","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파디앙듀오정12.5/500밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/0.5g","360","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파디앙듀오정12.5/850밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/0.85g","360","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파디앙정10밀리그램","Empagliflozin","SGLT2_EM","10mg","265","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파디앙정25밀리그램","Empagliflozin","SGLT2_EM","25mg","347","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파로엠정12.5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/1g","365","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파로엠정12.5/500밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/0.5g","360","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파로엠정12.5/850밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/0.85g","360","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파로엠정5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/1g","241","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파로엠정5/500밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/0.5g","236","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파로엠정5/850밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/0.85g","236","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파론듀오서방정10/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","10mg/1g","429","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파론듀오서방정12.5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/1g","429","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파론듀오서방정25/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","25mg/1g","527","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파론듀오서방정5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/1g","284","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파론정10밀리그램","Empagliflozin","SGLT2_EM","10mg","265","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파론정25밀리그램","Empagliflozin","SGLT2_EM","25mg","347","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파리나정10/5밀리그램)","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","10mg/5mg","755","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파리나정25/5밀리그램)","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","25mg/5mg","858","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파린정10/5밀리그램","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","10mg/5mg","755","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파린정25/5밀리그램","Empagliflozin + Linagliptin","SGLT2_EM+DPP4","25mg/5mg","858","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파릴듀오서방정10/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","10mg/1g","431","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파릴듀오서방정25/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","25mg/1g","527","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파맥스에스정10/100밀리그램","Empagliflozin + Sitagliptin","SGLT2_EM+DPP4","10mg/0.1g","765","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파맥스에스정25/100밀리그램","Empagliflozin + Sitagliptin","SGLT2_EM+DPP4","25mg/0.1g","861","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파맥스엠서방정10/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","10mg/1g","431","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파맥스엠서방정12.5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/1g","472","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파맥스엠서방정25/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","25mg/1g","527","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파맥스엠정12.5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/1g","429","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파맥스엠정12.5/500밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/0.5g","423","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파맥스엠정12.5/850밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","12.5mg/0.85g","423","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파맥스엠정5/1000밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/1g","284","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파맥스엠정5/500밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/0.5g","278","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파맥스엠정5/850밀리그램","Empagliflozin + Metformin HCl","SGLT2_EM+MET","5mg/0.85g","278","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파맥스정10밀리그램","Empagliflozin","SGLT2_EM","10mg","390","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
"엠파맥스정25밀리그램","Empagliflozin","SGLT2_EM","25mg","510","2026-05-01","HIRA reimbursed drug list (effective 2026-05-01), MFDS class 396; supported oral classes only"
